,price,Number of Gears,Assembled,Engine CC,Direct Injection,Aspiration,Wheel Base (mm),Front Thread,Fuel Tank (litres),Rear Brakes,vehicle_age,volume,specific_power,brand_tier
3464,15800.0,4,Locally Built,1496,Multi-Point Injected,Aspirated,2500.0,1455.0,45.0,Discs,20,10422512625.0,83.00335059396893,B
3465,45800.0,4,Locally Built,1497,Multi-Point Injected,Aspirated,2550.0,1455.0,42.0,Drums,8,11058075000.0,75.6681707740368,B
3466,39800.0,4,Locally Built,1329,Multi-Point Injected,Aspirated,2500.0,1485.0,36.0,Drums,4,10238104875.0,71.97514963254793,D
3467,9300.0,4,Locally Built,1332,Multi-Point Injected,Aspirated,2465.0,1485.0,40.0,Drums,14,10741943520.0,71.97514963254793,D
3468,14800.0,4,Locally Built,1298,Multi-Point Injected,Aspirated,2440.0,1455.0,40.0,Drums,15,9677812500.0,68.70409855484482,D
3469,47800.0,4,Locally Built,1798,Multi-Point Injected,Aspirated,2600.0,1470.0,52.0,Drums,7,12122955000.0,73.46082089552239,C
3470,39800.0,4,Locally Built,1495,Multi-Point Injected,Aspirated,2750.0,1475.0,42.0,Drums,8,11724993000.0,66.26351003602676,D
3471,24800.0,4,Locally Built,1495,Multi-Point Injected,Aspirated,2750.0,1475.0,42.0,Drums,12,11546509500.0,66.83971447112263,D
3472,12500.0,4,Locally Built,1597,Multi-Point Injected,Aspirated,2600.0,1475.0,50.0,Discs,13,11105422350.0,66.53479590001798,D
3473,36800.0,5,Locally Built,2488,Direct Injection,Turbo intercooled,3200.0,1570.0,80.0,Drums,11,17222390000.0,40.39950622825721,C
3474,32800.0,4,Locally Built,1495,Multi-Point Injected,Aspirated,2440.0,1570.0,40.0,Drums,8,9632774250.0,78.43435881815412,D
3475,28800.0,4,Locally Built,1495,Multi-Point Injected,Aspirated,2440.0,1455.0,40.0,Discs,9,9479386125.0,78.43435881815412,D
3476,56800.0,4,Locally Built,1497,Multi-Point Injected,Aspirated,2530.0,1476.0,40.0,Drums,7,10210449480.0,82.30904302019314,B
3477,229800.0,9,Locally Built,1991,Direct Injection,Turbocharged,2939.0,1476.0,66.0,Ventilated discs,5,13384337328.0,98.1075928767378,A
3478,54900.0,7,Locally Built,1796,Direct Injection,Turbo intercooled,2760.0,1476.0,66.0,Discs,9,13389988140.0,91.2381613527049,A
3479,50900.0,7,Locally Built,1496,Multi-Point Injected,Aspirated,2500.0,1475.0,36.0,Drums,2,10238104875.0,74.99089916272297,D
3480,100900.0,7,Locally Built,1991,Multi-Point Injected,Aspirated,2711.0653876272513,1475.0,36.0,Drums,9,12583359973.558815,112.85038223516564,A
3481,113900.0,7,Parallel Import,1991,Direct Injection,Turbo intercooled,2699.0,1553.0,50.0,Discs,8,10947776080.0,108.97071734751846,A
3482,95900.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2810.0,1544.0,60.0,Ventilated discs,6,11989828727.0,91.2381613527049,A
3483,439900.0,7,Official Import,3800,Direct Injection,Aspirated,2450.0,1544.0,64.0,Ventilated discs,11,10490688576.0,201.0151263882607,S
3484,69900.0,8,Parallel Import,1997,Direct Injection,Twin-scroll turbo,2810.0,1544.0,60.0,Ventilated discs,11,11966537456.0,119.50053653302118,A
3485,165900.0,9,Official Import,1991,Direct Injection,Turbocharged,2939.0,1544.0,66.0,Ventilated discs,7,13384337328.0,98.1075928767378,A
3486,177900.0,8,Parallel Import,1998,Direct Injection,Twin-scroll turbo,2975.0,1544.0,68.0,Ventilated discs,6,13637042592.0,116.4456355990943,A
3487,163900.0,9,Official Import,1991,Direct Injection,Turbo intercooled,2840.0,1563.0,68.0,Ventilated discs,6,11916732300.0,85.02379742156091,A
3488,71900.0,4,Parallel Import,2362,Multi-Point Injected,Aspirated,2900.0,1563.0,70.0,Discs,15,16904547000.0,67.03769289147483,B
3489,91900.0,4,Locally Built,1498,Direct Injection,Turbocharged,2700.0,1547.0,47.0,Discs,6,11794387920.0,98.10370639205189,B
3490,163900.0,7,Official Import,1991,Direct Injection,Turbo intercooled,2840.0,1563.0,47.0,Discs,7,11916732300.0,104.34151431293381,A
3491,54900.0,7,Locally Built,1796,Direct Injection,Turbo intercooled,2760.0,1563.0,66.0,Discs,9,13389988140.0,91.2381613527049,A
3492,76900.0,8,Parallel Import,1997,Direct Injection,Twin-scroll turbo,2810.0,1563.0,60.0,Ventilated discs,11,11966537456.0,119.50053653302118,A
3493,170900.0,6,Official Import,3456,Multi-Point Injected,Aspirated,2950.0,1570.0,65.0,Discs,8,16945940000.0,106.60980810234541,B
3494,80900.0,7,Parallel Import,2362,Multi-Point Injected,Aspirated,2950.0,1555.0,65.0,Discs,13,17008040000.0,67.12469399036563,B
3495,95900.0,7,Parallel Import,2362,Multi-Point Injected,Aspirated,2950.0,1555.0,65.0,Discs,11,17077960000.0,67.12469399036563,B
3496,168900.0,7,Official Import,1991,Direct Injection,Twin-scroll turbo,2699.0,1555.0,65.0,Ventilated discs,9,10947776080.0,142.1464108031272,A
3497,109900.0,7,Locally Built,1498,Direct Injection,Turbocharged,2660.0,1601.0,65.0,Discs,5,14277074280.0,92.98247304471829,B
3498,75900.0,6,Parallel Import,1984,Direct Injection,Turbo intercooled,2468.0,1601.0,60.0,Discs,13,10400503020.0,131.04265631172734,A
3499,91900.0,6,Locally Built,1498,Direct Injection,Turbocharged,2700.0,1547.0,47.0,Discs,6,11794387920.0,98.10370639205189,B
3500,52900.0,5,Locally Built,2354,Multi-Point Injected,Aspirated,2620.0,1565.0,58.0,Discs,9,13938151500.0,90.89169536930731,B
3501,95900.0,7,Parallel Import,2362,Multi-Point Injected,Aspirated,2950.0,1555.0,58.0,Discs,11,17077960000.0,67.12469399036563,B
3502,229900.0,7,Parallel Import,2493,Multi-Point Injected,Aspirated,3000.0,1575.0,58.0,Ventilated discs,4,17719762500.0,67.57258483700898,B
3503,98900.0,7,Locally Built,2362,Multi-Point Injected,Aspirated,2711.0653876272513,1575.0,58.0,Ventilated discs,11,12583359973.558815,57.54808049305711,B
3504,228000.0,7,Locally Built,1984,Direct Injection,Turbocharged,2837.0,1575.0,66.0,Discs,1,13190362900.0,103.95782282616767,B
3505,259999.0,9,Locally Built,1496,Direct Injection,Twin-scroll turbo,2865.0,1601.0,66.0,Discs,1,12425480340.0,92.26594301221168,A
3506,31900.0,4,Locally Built,1598,Multi-Point Injected,Aspirated,2600.0,1470.0,52.0,Drums,10,12122955000.0,62.93832044596295,C
3507,69999.0,6,Parallel Import,4395,Direct Injection,Twin Turbo intercooled,2933.0,1644.0,85.0,Ventilated discs,14,16344143790.0,244.56033087574178,A
3508,325800.0,9,Parallel Import,2996,Direct Injection,Twin Turbo intercooled,2873.0,1613.0,66.0,Ventilated discs,5,14369452650.0,219.98441527303243,A
3509,74400.0,9,Locally Built,1799,Multi-Point Injected,Aspirated,2610.0,1535.0,50.0,Discs,6,12212393640.0,85.4414875183729,B
3510,48800.0,7,Official Import,1595,Direct Injection,Turbocharged,2699.0,1552.0,50.0,Discs,11,12121515918.0,81.6967792615868,A
3511,31800.0,4,Locally Built,1332,Multi-Point Injected,Aspirated,2465.0,1552.0,40.0,Drums,4,10906752969.0,65.6440022111664,D
3512,17000.0,4,Locally Built,1298,Multi-Point Injected,Aspirated,2711.0653876272513,1552.0,40.0,Drums,17,12583359973.558815,107.10337202874517,B
3513,65000.0,4,Locally Built,998,Multi-Point Injected,Turbocharged,2525.0,1475.0,36.0,Drums,1,11066949000.0,67.71697070204533,D
3514,49800.0,5,Parallel Import,1799,Multi-Point Injected,Aspirated,2740.0,1470.0,36.0,Discs,12,11967801750.0,75.16374959733706,B
3515,49800.0,7,Official Import,1984,Direct Injection,Turbo intercooled,2603.0,1571.0,36.0,Discs,11,12903476400.0,91.270267368195,A
3518,59800.0,8,Parallel Import,2967,Direct Injection,Turbo intercooled,3002.0,1651.0,100.0,Ventilated discs,12,17518579506.0,76.9835035349568,A
3519,81800.0,8,Parallel Import,2979,Direct Injection,Twin Turbo intercooled,2933.0,1651.0,85.0,Ventilated discs,12,16344143790.0,96.15082482325217,A
3520,267800.0,8,Parallel Import,5000,Direct Injection,Supercharged intercooled,2922.0,1690.0,105.0,Ventilated discs,10,20586381900.0,163.34635833707003,S
3521,16800.0,4,Locally Built,989,Multi-Point Injected,Aspirated,2360.0,1300.0,40.0,Drums,23,8373840000.0,47.45060823052368,D
3522,166800.0,5,Locally Built,2495,Direct Injection,Turbocharged,2794.0,1300.0,40.0,Drums,23,16415070907.683043,94.0384781295833,S
3523,183000.0,5,Locally Built,3456,Multi-Point Injected,Aspirated,2711.0653876272513,1300.0,40.0,Drums,8,12583359973.558815,133.72444137693037,B
3524,179888.0,5,Locally Built,1991,Multi-Point Injected,Aspirated,2711.0653876272513,1300.0,40.0,Drums,7,12583359973.558815,133.72444137693037,A
3525,148800.0,9,Official Import,1991,Direct Injection,Turbocharged,2939.0,1300.0,66.0,Ventilated discs,7,13384337328.0,98.1075928767378,A
3526,118800.0,7,Locally Built,1991,Direct Injection,Turbo intercooled,2874.0,1598.0,80.0,Discs,10,13333311684.0,93.727789623312,A
3527,135800.0,7,Locally Built,1991,Direct Injection,Turbocharged,2840.0,1598.0,80.0,Discs,5,12230553720.0,93.727789623312,A
3528,127800.0,7,Locally Built,1991,Direct Injection,Turbo intercooled,2840.0,1598.0,66.0,Discs,8,12230553720.0,93.72930568998012,A
3529,187800.0,9,Locally Built,1497,Direct Injection,Twin-scroll turbo,2840.0,1588.0,66.0,Discs,4,12230553720.0,91.2381613527049,A
3530,49900.0,9,Locally Built,1497,Multi-Point Injected,Aspirated,2530.0,1476.0,40.0,Drums,6,10210449480.0,82.30904302019314,B
3531,75800.0,6,Official Import,2198,Direct Injection,Turbo intercooled,3220.0,1560.0,80.0,Drums,6,18101575800.0,59.40447018638152,B
3532,66800.0,8,Official Import,1798,Direct Injection,Turbo intercooled,2808.0,1564.0,80.0,Discs,8,12249405102.0,64.23108338902502,A
3533,19800.0,4,Locally Built,1490,Multi-Point Injected,Aspirated,2390.0,1470.0,43.0,Drums,15,9429270500.0,71.10673049845114,D
3534,57800.0,7,Locally Built,1496,Multi-Point Injected,Aspirated,2550.0,1470.0,42.0,Drums,5,11058075000.0,72.92305595311116,B
3535,96999.0,7,Locally Built,1498,Direct Injection,Turbocharged,2700.0,1547.0,47.0,Discs,6,11794387920.0,98.10370639205189,B
3536,48800.0,6,Locally Built,2359,Multi-Point Injected,Aspirated,2700.0,1615.0,70.0,Discs,10,15501024000.0,72.54231635120487,D
3537,16800.0,5,Official Import,1388,Multi-Point Injected,Aspirated,2489.0,1478.0,42.0,Drums,10,10032802500.0,62.906408507595124,B
3538,29800.0,6,Official Import,1999,Direct Injection,Aspirated,2648.0,1478.0,55.0,Discs,9,12123843456.0,99.89422963920553,B
3539,27800.0,4,Locally Built,1998,Multi-Point Injected,Aspirated,2750.0,1510.0,55.0,Drums,15,14149424250.0,65.69096266241607,B
3540,60900.0,4,Locally Built,1497,Multi-Point Injected,Aspirated,2662.0,1500.0,55.0,Drums,6,12871441030.0,72.74755386350134,B
3541,58800.0,6,Locally Built,1984,Direct Injection,Turbocharged,2647.0,1546.0,62.0,Discs,8,11329157782.0,104.50705054608613,S
3542,97800.0,7,Parallel Import,2362,Multi-Point Injected,Aspirated,2950.0,1555.0,65.0,Discs,13,17008040000.0,67.12469399036563,B
3543,51800.0,7,Locally Built,1497,Multi-Point Injected,Aspirated,2530.0,1492.0,40.0,Drums,8,10210449480.0,82.84203404807599,B
3545,65600.0,4,Locally Built,1497,Multi-Point Injected,Aspirated,2600.0,1476.0,40.0,Drums,5,11114052796.0,80.5325888542897,B
3546,63888.0,5,Locally Built,1997,Multi-Point Injected,Aspirated,2775.0,1585.0,65.0,Discs,9,13198917500.0,75.60238025558482,B
3547,37800.0,4,Locally Built,1329,Multi-Point Injected,Aspirated,2455.0,1410.0,36.0,Discs,4,10151730000.0,77.48144523285214,D
3548,67800.0,7,Locally Built,1496,Multi-Point Injected,Aspirated,2600.0,1476.0,40.0,Drums,4,11114052796.0,73.42535978426294,B
3549,131800.0,7,Locally Built,2362,Multi-Point Injected,Aspirated,2711.0653876272513,1476.0,40.0,Drums,9,12583359973.558815,103.46300696873415,B
3550,124800.0,7,Official Import,1595,Direct Injection,Turbo intercooled,2699.0,1553.0,50.0,Discs,7,10947776080.0,83.45369924570694,A
3551,48800.0,4,Locally Built,1496,Multi-Point Injected,Aspirated,2500.0,1475.0,36.0,Drums,4,10238104875.0,75.72972575545914,D
3552,123800.0,4,Locally Built,1498,Direct Injection,Turbocharged,2700.0,1537.0,47.0,Discs,3,11840240832.0,97.29048802708387,B
3553,165000.0,7,Official Import,1991,Direct Injection,Turbo intercooled,2840.0,1563.0,47.0,Discs,7,11916732300.0,103.47658842186955,A
3554,55800.0,7,Locally Built,2488,Multi-Point Injected,Aspirated,2775.0,1585.0,65.0,Discs,9,13275231750.0,85.10512696897844,C
3555,34800.0,4,Locally Built,1498,Multi-Point Injected,Aspirated,2600.0,1585.0,41.0,Drums,8,11250562500.0,73.54531689379192,C
3556,47800.0,4,Locally Built,1497,Multi-Point Injected,Aspirated,2550.0,1585.0,42.0,Drums,8,11058075000.0,75.6681707740368,B
3557,1398000.0,7,Official Import,6262,Direct Injection,Aspirated,2720.0,1665.0,42.0,Ventilated discs,8,11416462588.0,339.25464701034707,S
3558,160000.0,6,Official Import,2494,Multi-Point Injected,Aspirated,2825.0,1580.0,60.0,Discs,3,12988238000.0,88.58931150698122,B
3559,77000.0,7,Locally Built,1799,Direct Injection,Turbocharged,2670.0,1562.0,60.0,Discs,3,14016645566.0,83.22026232473993,D
3560,33800.0,7,Locally Built,1332,Multi-Point Injected,Aspirated,2555.0,1490.0,40.0,Drums,3,10556772660.0,60.54271766700231,D
3561,208000.0,7,Official Import,1984,Direct Injection,Turbo intercooled,2626.0,1549.0,55.0,Discs,5,11235285705.0,184.81461182558598,B
3562,46800.0,7,Locally Built,1197,Direct Injection,Turbo supercharged intercooled,2637.0,1460.0,55.0,Discs,4,10911929440.0,66.51800420647189,B
3563,31700.0,7,Locally Built,1597,Multi-Point Injected,Aspirated,2555.0,1460.0,40.0,Drums,7,11739559356.0,69.22832645284218,D
3564,39800.0,6,Official Import,1984,Direct Injection,Turbo intercooled,2578.0,1539.0,55.0,Discs,14,10871773904.0,108.78551847178103,B
3565,119800.0,7,Locally Built,1991,Direct Injection,Turbocharged,2840.0,1539.0,55.0,Discs,7,12230553720.0,114.768721987729,A
3566,83800.0,6,Official Import,1898,Direct Injection,Turbo intercooled,3125.0,1539.0,76.0,Drums,1,17574306750.0,59.22767116796967,C
3567,103800.0,6,Official Import,1984,Direct Injection,Turbo intercooled,2630.0,1541.0,55.0,Discs,10,11046464464.0,139.76938052213848,B
3568,93800.0,6,Official Import,1984,Direct Injection,Turbo supercharged intercooled,2578.0,1533.0,60.0,Ventilated discs,12,10990565352.0,123.97454647592666,B
3569,43800.0,5,Locally Built,1798,Multi-Point Injected,Aspirated,2670.0,1500.0,50.0,Discs,11,11395873125.0,85.89704538531831,B
3570,96800.0,7,Official Import,1197,Direct Injection,Turbo supercharged intercooled,2537.0,1578.0,55.0,Discs,6,11493651264.0,59.95272299558062,B
3571,91800.0,7,Locally Built,2494,Multi-Point Injected,Aspirated,2775.0,1578.0,65.0,Discs,6,13011337500.0,74.6268656716418,B
3572,196800.0,6,Official Import,3456,Multi-Point Injected,Aspirated,3000.0,1575.0,75.0,Discs,7,17230761250.0,97.03256765816307,B
3573,16800.0,6,Locally Built,1298,Multi-Point Injected,Aspirated,2711.0653876272513,1575.0,75.0,Discs,16,12583359973.558815,54.691083589146466,B
3574,38800.0,6,Locally Built,1999,Multi-Point Injected,Aspirated,2640.0,1585.0,55.0,Discs,8,13283361000.0,55.74962069087188,C
3575,28800.0,5,Official Import,2362,Multi-Point Injected,Aspirated,2775.0,1575.0,70.0,Discs,16,12908805000.0,84.78018072900802,B
3576,31500.0,7,Official Import,1390,Direct Injection,Turbo supercharged intercooled,2575.0,1541.0,55.0,Discs,12,11339113968.0,87.73180387555243,B
3577,55800.0,7,Locally Built,2488,Multi-Point Injected,Aspirated,2705.0,1575.0,60.0,Ventilated discs,8,14482832000.0,79.16373467649346,C
3578,84800.0,6,Parallel Import,3456,Multi-Point Injected,Aspirated,2950.0,1580.0,65.0,Discs,12,16843869000.0,106.60980810234541,B
3579,39900.0,7,Locally Built,1497,Multi-Point Injected,Aspirated,2600.0,1492.0,40.0,Drums,7,11115606600.0,82.99558740126983,B
3580,57800.0,6,Locally Built,1984,Direct Injection,Turbocharged,2647.0,1546.0,62.0,Discs,9,11329157782.0,104.50705054608613,S
3581,39900.0,7,Locally Built,1497,Multi-Point Injected,Aspirated,2600.0,1492.0,40.0,Drums,9,11115606600.0,82.3847643109201,B
3582,23300.0,4,Locally Built,1598,Multi-Point Injected,Aspirated,2600.0,1470.0,52.0,Drums,12,11876982000.0,64.22804012723269,C
3583,42700.0,7,Locally Built,1497,Multi-Point Injected,Aspirated,2600.0,1492.0,40.0,Drums,9,11115606600.0,82.3847643109201,B
3584,38800.0,6,Locally Built,2179,Direct Injection,Turbo intercooled,2817.0,1576.0,72.0,Discs,11,14428750336.0,142.11371843633717,C
3585,27800.0,5,Locally Built,1497,Multi-Point Injected,Aspirated,2550.0,1475.0,42.0,Discs,11,11000634750.0,77.20020586721564,B
3586,175800.0,6,Parallel Import,4608,Multi-Point Injected,Aspirated,2850.0,1640.0,42.0,Discs,12,18674122500.0,204.58054554812145,B
3587,66800.0,7,Locally Built,1796,Direct Injection,Turbo intercooled,2760.0,1640.0,66.0,Discs,9,13389988140.0,91.2381613527049,A
3588,55900.0,6,Locally Built,1998,Direct Injection,Aspirated,2700.0,1585.0,56.0,Discs,8,13996604000.0,75.99976464589012,B
3589,21800.0,7,Official Import,1197,Direct Injection,Turbo supercharged intercooled,2470.0,1463.0,45.0,Discs,12,9762563480.0,69.58988361920416,B
3590,92800.0,6,Parallel Import,1598,Direct Injection,Twin-scroll turbo,2595.0,1525.0,47.0,Discs,8,11477705190.0,95.80475998386447,A
3591,28800.0,6,Locally Built,2497,Multi-Point Injected,Aspirated,2888.0,1558.0,70.0,Ventilated discs,16,13118761448.0,103.95307806017834,A
3592,236800.0,6,Parallel Import,4608,Multi-Point Injected,Aspirated,2850.0,1640.0,70.0,Ventilated discs,11,18235305000.0,88.2206070021639,B
3593,49800.0,7,Official Import,1595,Direct Injection,Turbocharged,2699.0,1552.0,50.0,Discs,11,12121515918.0,81.6967792615868,A
3594,113800.0,7,Parallel Import,2362,Multi-Point Injected,Aspirated,2950.0,1555.0,65.0,Discs,9,17008040000.0,67.12469399036563,B
3595,32800.0,7,Locally Built,1495,Multi-Point Injected,Aspirated,2711.0653876272513,1555.0,65.0,Discs,8,12583359973.558815,61.20192687356867,D
3596,19900.0,7,Locally Built,2496,Multi-Point Injected,Aspirated,2715.0,1505.0,70.0,Ventilated discs,17,11167428096.0,98.21858449687049,A
3597,24800.0,4,Locally Built,1495,Multi-Point Injected,Aspirated,2750.0,1475.0,42.0,Drums,11,11546509500.0,66.83971447112263,D
3598,36800.0,4,Locally Built,1495,Multi-Point Injected,Aspirated,2750.0,1475.0,42.0,Drums,9,11724993000.0,66.26351003602676,D
3599,423800.0,6,Parallel Import,4461,Direct Injection,Twin Turbo intercooled,2850.0,1635.0,138.0,Ventilated discs,4,19216989000.0,74.08214402440352,B
3600,23800.0,5,Locally Built,2500,Multi-Point Injected,Turbo intercooled,3000.0,1635.0,70.0,Drums,17,16335756800.0,52.174656801950135,B
3601,70800.0,7,Parallel Import,2362,Multi-Point Injected,Aspirated,2950.0,1545.0,65.0,Discs,13,15061095000.0,71.27284923696125,B
3602,31800.0,7,Locally Built,1561,Multi-Point Injected,Turbocharged,2730.0,1545.0,55.0,Discs,6,14047015248.0,70.59298104074223,D
3603,24800.0,4,Locally Built,1497,Multi-Point Injected,Aspirated,2550.0,1470.0,42.0,Discs,14,10672600000.0,73.61383129600866,B
3604,41800.0,4,Locally Built,1495,Multi-Point Injected,Aspirated,2440.0,1470.0,40.0,Discs,6,9632774250.0,78.43435881815412,D
3605,92400.0,4,Locally Built,1498,Direct Injection,Turbocharged,2700.0,1547.0,47.0,Discs,7,11794387920.0,98.10370639205189,B
3606,217800.0,6,Parallel Import,3456,Multi-Point Injected,Aspirated,3000.0,1575.0,65.0,Discs,7,17163930000.0,100.94455259932222,B
3607,104800.0,7,Parallel Import,1986,Multi-Point Injected,Aspirated,2660.0,1570.0,60.0,Discs,9,14637428000.0,71.32061212922727,B
3608,118800.0,7,Parallel Import,1986,Multi-Point Injected,Aspirated,2660.0,1560.0,60.0,Discs,8,14637428000.0,69.99165662371372,B
3609,67800.0,7,Official Import,2488,Direct Injection,Turbo intercooled,3150.0,1570.0,80.0,Drums,5,17888020000.0,75.46090727840308,C
3610,46800.0,7,Locally Built,3458,Multi-Point Injected,Aspirated,2711.0653876272513,1570.0,80.0,Drums,17,12583359973.558815,61.56021383238147,B
3611,169800.0,7,Parallel Import,1991,Direct Injection,Twin-scroll turbo,2699.0,1569.0,56.0,Ventilated discs,8,11904592392.0,169.4995056264419,A
3612,119800.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2933.0,1569.0,85.0,Ventilated discs,7,16684497816.0,79.32139735163662,A
3613,155800.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2933.0,1569.0,85.0,Ventilated discs,4,16684497816.0,79.32139735163662,A
3614,56800.0,6,Locally Built,1995,Multi-Point Injected,Aspirated,2635.0,1569.0,60.0,Discs,7,12792415000.0,78.27992902619768,B
3615,16800.0,4,Locally Built,1597,Multi-Point Injected,Aspirated,2600.0,1475.0,50.0,Discs,9,11105422350.0,70.7998469192499,D
3616,116800.0,8,Parallel Import,4806,Direct Injection,Aspirated,2895.0,1475.0,85.0,Ventilated discs,12,16020851770.0,144.55567200318023,S
3617,119800.0,8,Parallel Import,4806,Direct Injection,Aspirated,2895.0,1475.0,85.0,Ventilated discs,11,16020851770.0,144.55567200318023,S
3618,40800.0,6,Parallel Import,3598,Direct Injection,Aspirated,2855.0,1655.0,100.0,Ventilated discs,16,15697020224.0,100.19347705914869,S
3619,44800.0,6,Parallel Import,4806,Direct Injection,Aspirated,2855.0,1647.0,100.0,Ventilated discs,15,15716674256.0,129.1296327352004,S
3620,149800.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2933.0,1647.0,85.0,Ventilated discs,6,16684497816.0,79.32139735163662,A
3621,11888.0,8,Locally Built,1332,Multi-Point Injected,Aspirated,2465.0,1446.0,40.0,Drums,11,10924300800.0,67.19954728726039,D
3622,69800.0,6,Official Import,2488,Direct Injection,Aspirated,2700.0,1446.0,58.0,Discs,8,13996604000.0,85.69813872907343,B
3623,118800.0,7,Locally Built,1991,Direct Injection,Turbo intercooled,2874.0,1598.0,80.0,Discs,10,13333311684.0,93.727789623312,A
3624,148800.0,7,Locally Built,1991,Direct Injection,Turbo intercooled,2874.0,1598.0,80.0,Discs,7,13333311684.0,93.727789623312,A
3625,26800.0,5,Official Import,1495,Multi-Point Injected,Aspirated,2650.0,1460.0,43.0,Drums,10,12796357500.0,64.06022982432967,D
3626,196800.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2851.0,1589.0,59.0,Discs,3,12345797205.0,94.05029646289101,A
3627,143800.0,7,Official Import,1991,Direct Injection,Turbo intercooled,2699.0,1569.0,56.0,Ventilated discs,6,11904592392.0,104.62636981206921,A
3628,99800.0,8,Parallel Import,2979,Direct Injection,Twin Turbo intercooled,2933.0,1569.0,85.0,Ventilated discs,11,16344143790.0,151.73302920612883,A
3629,208800.0,8,Parallel Import,2967,Direct Injection,Turbo intercooled,2994.0,1569.0,85.0,Ventilated discs,7,17309606976.0,98.5364439936241,A
3630,23800.0,4,Locally Built,1495,Multi-Point Injected,Aspirated,2750.0,1475.0,42.0,Drums,12,11546509500.0,66.83971447112263,D
3631,52800.0,6,Official Import,1984,Direct Injection,Turbo intercooled,2578.0,1533.0,55.0,Discs,12,11294151418.0,111.35975004749942,B
3632,95800.0,8,Parallel Import,1997,Direct Injection,Twin-scroll turbo,2968.0,1600.0,70.0,Ventilated discs,10,13343703240.0,107.55048287971906,A
3633,248800.0,8,Parallel Import,2493,Multi-Point Injected,Aspirated,3000.0,1575.0,70.0,Ventilated discs,4,17719762500.0,67.57258483700898,B
3634,56800.0,5,Parallel Import,2362,Multi-Point Injected,Aspirated,2715.0,1575.0,75.0,Discs,11,14661108000.0,70.23705004389815,B
3635,55999.0,5,Locally Built,1995,Multi-Point Injected,Aspirated,2640.0,1545.0,60.0,Discs,6,14357038250.0,73.64493322859387,B
3636,45999.0,6,Official Import,1984,Direct Injection,Turbo supercharged intercooled,2919.0,1569.0,70.0,Discs,10,15896267520.0,81.20442401702044,B
3637,81800.0,6,Locally Built,1898,Direct Injection,Turbocharged,3095.0,1570.0,76.0,Drums,3,17265822000.0,62.01678587671063,C
3638,29999.0,6,Official Import,1596,Direct Injection,Turbo intercooled,2690.0,1574.0,60.0,Discs,9,14152320624.0,79.41860258753792,B
3639,34999.0,7,Locally Built,1390,Direct Injection,Turbo supercharged intercooled,2651.0,1535.0,55.0,Discs,7,12236921424.0,86.52390222799048,B
3640,32800.0,5,Locally Built,1997,Multi-Point Injected,Aspirated,2800.0,1590.0,70.0,Discs,12,13470806250.0,78.66075030254135,B
3641,45899.0,4,Locally Built,1497,Multi-Point Injected,Aspirated,2550.0,1590.0,42.0,Discs,9,11058075000.0,74.6268656716418,B
3642,408000.0,8,Parallel Import,2967,Direct Injection,Turbo intercooled,2995.0,1590.0,75.0,Ventilated discs,5,16959754350.0,99.50248756218905,A
3643,89999.0,8,Locally Built,1799,Multi-Point Injected,Aspirated,2700.0,1547.0,47.0,Discs,6,11794387920.0,84.11181502559147,B
3644,101999.0,8,Locally Built,1498,Direct Injection,Turbocharged,2700.0,1547.0,47.0,Discs,6,11794387920.0,98.10370639205189,B
3645,75999.0,6,Locally Built,2488,Direct Injection,Aspirated,2700.0,1547.0,56.0,Discs,7,13996604000.0,89.12827727084397,B
3646,59999.0,7,Parallel Import,1797,Multi-Point Injected,Aspirated,2750.0,1505.0,60.0,Discs,13,12580080000.0,68.89374945800371,B
3647,77999.0,5,Locally Built,2354,Multi-Point Injected,Aspirated,2620.0,1580.0,58.0,Discs,8,14076153000.0,90.89169536930731,B
3648,107999.0,6,Official Import,2442,Direct Injection,Turbo intercooled,3000.0,1520.0,75.0,Drums,4,17283292125.0,69.98685329827545,B
3649,113999.0,6,Locally Built,2362,Multi-Point Injected,Aspirated,2711.0653876272513,1520.0,75.0,Drums,10,12583359973.558815,59.93349315598175,B
3650,89999.0,6,Locally Built,1799,Multi-Point Injected,Aspirated,2700.0,1547.0,47.0,Discs,6,11794387920.0,84.11181502559147,B
3651,115000.0,7,Parallel Import,2362,Multi-Point Injected,Aspirated,2950.0,1555.0,65.0,Discs,10,17008040000.0,67.12469399036563,B
3652,89800.0,7,Parallel Import,658,Multi-Point Injected,Turbocharged,2520.0,1555.0,65.0,Drums,5,8963648750.0,46.37009129111723,B
3653,25999.0,4,Locally Built,1495,Multi-Point Injected,Aspirated,2750.0,1475.0,42.0,Drums,13,11546509500.0,66.83971447112263,D
3654,79999.0,6,Official Import,1799,Direct Injection,Turbocharged,2670.0,1562.0,60.0,Discs,4,14016645566.0,81.01087482939285,D
3655,18400.0,4,Locally Built,1490,Multi-Point Injected,Aspirated,2390.0,1470.0,43.0,Drums,14,9429270500.0,71.10673049845114,D
3656,34800.0,4,Locally Built,1332,Multi-Point Injected,Aspirated,2465.0,1470.0,40.0,Drums,4,10906752969.0,65.94932315168344,D
