,price,Number of Gears,Assembled,Engine CC,Direct Injection,Aspiration,Wheel Base (mm),Front Thread,Fuel Tank (litres),Rear Brakes,vehicle_age,volume,specific_power,brand_tier
3657,65999.0,4,Locally Built,998,Multi-Point Injected,Turbocharged,2525.0,1475.0,36.0,Drums,2,11066949000.0,68.03193335647344,D
3658,115888.0,9,Official Import,1999,Direct Injection,Turbocharged,2662.0,1625.0,68.0,Discs,9,14023762875.0,97.21661960467931,S
3659,84800.0,7,Parallel Import,2362,Multi-Point Injected,Aspirated,2950.0,1555.0,65.0,Discs,12,17008040000.0,67.12469399036563,B
3660,66800.0,7,Locally Built,1997,Direct Injection,Aspirated,2860.0,1555.0,60.0,Discs,7,15434646750.0,64.56827106375128,C
3662,89900.0,8,Official Import,1998,Direct Injection,Twin-scroll turbo,2670.0,1561.0,51.0,Ventilated discs,8,13030471428.0,91.84845005740529,A
3663,32500.0,8,Locally Built,1561,Multi-Point Injected,Turbocharged,2730.0,1561.0,55.0,Discs,8,14047015248.0,71.26712956364155,D
3664,20800.0,4,Locally Built,1597,Multi-Point Injected,Aspirated,2600.0,1475.0,50.0,Discs,9,11105422350.0,70.7998469192499,D
3665,30800.0,4,Locally Built,1332,Multi-Point Injected,Aspirated,2555.0,1475.0,40.0,Drums,5,10489872960.0,60.64629802229231,D
3666,119900.0,8,Parallel Import,1997,Direct Injection,Twin-scroll turbo,2968.0,1600.0,70.0,Ventilated discs,8,13343703240.0,107.55048287971906,A
3667,16900.0,8,Locally Built,1561,Multi-Point Injected,Turbocharged,2730.0,1600.0,55.0,Discs,12,14047015248.0,70.30794881581326,D
3668,78600.0,6,Official Import,2198,Direct Injection,Turbo intercooled,3220.0,1560.0,80.0,Drums,6,18101575800.0,59.40447018638152,B
3669,69800.0,6,Official Import,2198,Direct Injection,Turbo intercooled,3220.0,1560.0,80.0,Drums,8,17994182250.0,55.691690799732676,B
3670,153800.0,6,Official Import,2356,Multi-Point Injected,Aspirated,2900.0,1560.0,55.0,Discs,5,14930916000.0,70.2134488846092,B
3671,75000.0,7,Locally Built,1496,Multi-Point Injected,Aspirated,2550.0,1475.0,42.0,Discs,2,11058075000.0,69.73864302939451,B
3672,53800.0,7,Locally Built,1496,Multi-Point Injected,Aspirated,2550.0,1475.0,42.0,Drums,6,11058075000.0,73.5951578512965,B
3673,38900.0,4,Official Import,2477,Direct Injection,Turbo intercooled,3000.0,1505.0,75.0,Drums,15,16478100000.0,54.56588027603915,B
3674,212000.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2851.0,1589.0,59.0,Ventilated discs,4,12345797205.0,124.61962034487756,A
3675,69800.0,8,Locally Built,1498,Multi-Point Injected,Aspirated,2600.0,1495.0,59.0,Drums,3,11675330748.0,79.55815635478993,B
3676,38800.0,8,Locally Built,1597,Multi-Point Injected,Aspirated,2555.0,1490.0,40.0,Drums,4,11672659656.0,68.4707774260013,D
3677,215000.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2670.0,1563.0,51.0,Ventilated discs,2,12195635346.0,93.34435315280277,A
3678,15800.0,4,Parallel Import,2994,Multi-Point Injected,Aspirated,2619.0,1563.0,51.0,Discs,21,13866385800.0,100.72337698013001,B
3679,22800.0,7,Locally Built,1561,Multi-Point Injected,Turbocharged,2650.0,1542.0,50.0,Discs,9,12365428152.0,77.96836711962575,D
3680,132800.0,7,Locally Built,1991,Direct Injection,Turbo intercooled,2840.0,1542.0,66.0,Discs,7,12230553720.0,93.72930568998012,A
3681,37800.0,4,Locally Built,1332,Multi-Point Injected,Aspirated,2465.0,1542.0,40.0,Drums,3,10906752969.0,65.6440022111664,D
3682,50800.0,4,Locally Built,1497,Multi-Point Injected,Aspirated,2530.0,1476.0,40.0,Drums,9,10210449480.0,82.30904302019314,B
3683,42800.0,5,Official Import,2477,Direct Injection,Turbocharged,3000.0,1520.0,75.0,Drums,8,15361710000.0,51.628649206796204,B
3684,30800.0,4,Locally Built,1598,Multi-Point Injected,Aspirated,2640.0,1535.0,55.0,Discs,10,11815713000.0,63.75769646478753,B
3685,18800.0,4,Locally Built,1332,Multi-Point Injected,Aspirated,2465.0,1446.0,40.0,Drums,7,10924300800.0,66.56856562259127,D
3686,29800.0,5,Locally Built,1999,Multi-Point Injected,Aspirated,2640.0,1446.0,55.0,Discs,12,11583526500.0,103.00609627916754,B
3687,122000.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2670.0,1561.0,51.0,Ventilated discs,5,13030471428.0,91.84845005740529,A
3688,62800.0,8,Locally Built,1997,Direct Injection,Aspirated,2860.0,1561.0,60.0,Discs,8,15434646750.0,64.56827106375128,C
3689,84800.0,5,Locally Built,1997,Multi-Point Injected,Aspirated,2775.0,1585.0,65.0,Discs,7,13375083750.0,75.60238025558482,B
3690,62800.0,5,Locally Built,1997,Direct Injection,Aspirated,2860.0,1585.0,60.0,Discs,8,15434646750.0,64.56827106375128,C
3691,15800.0,4,Official Import,1998,Multi-Point Injected,Aspirated,2625.0,1535.0,58.0,Discs,17,14071333500.0,102.73308780771467,B
3692,42800.0,5,Locally Built,1798,Multi-Point Injected,Aspirated,2670.0,1500.0,50.0,Discs,10,11395873125.0,85.89704538531831,B
3693,142800.0,9,Locally Built,1991,Direct Injection,Turbo intercooled,2840.0,1500.0,66.0,Discs,6,12230553720.0,94.74810249095817,A
3694,52800.0,9,Locally Built,1497,Multi-Point Injected,Aspirated,2600.0,1492.0,40.0,Drums,6,11114052796.0,82.61276642617172,B
3695,11800.0,5,Locally Built,1298,Multi-Point Injected,Aspirated,2440.0,1455.0,40.0,Drums,17,9600390000.0,69.81222917669716,D
3696,106800.0,6,Official Import,2488,Direct Injection,Aspirated,2830.0,1595.0,62.0,Discs,7,12979820000.0,97.15963120684665,B
3697,319800.0,8,Locally Built,2998,Direct Injection,Twin-scroll turbo,2975.0,1666.0,69.0,Ventilated discs,3,17212135560.0,85.03300231908187,A
3698,72800.0,6,Official Import,1799,Direct Injection,Turbocharged,2670.0,1562.0,60.0,Discs,4,14016645566.0,81.01087482939285,D
3699,29800.0,4,Locally Built,998,Multi-Point Injected,Aspirated,2455.0,1410.0,33.0,Discs,8,8904168000.0,58.8235294117647,D
3700,32800.0,4,Locally Built,1495,Multi-Point Injected,Aspirated,2440.0,1410.0,40.0,Discs,8,9632774250.0,78.43435881815412,D
3701,199800.0,6,Official Import,1998,Direct Injection,Twin-scroll turbo,2660.0,1560.0,60.0,Discs,3,14652933750.0,101.10736639383727,B
3702,15800.0,4,Locally Built,1998,Multi-Point Injected,Aspirated,2720.0,1550.0,70.0,Discs,19,13012542500.0,103.73663596909071,B
3703,35800.0,4,Locally Built,1332,Multi-Point Injected,Aspirated,2465.0,1550.0,40.0,Drums,3,10906752969.0,65.6440022111664,D
3704,23800.0,4,Locally Built,998,Multi-Point Injected,Aspirated,2455.0,1410.0,33.0,Drums,8,8904168000.0,59.523809523809526,D
3705,90000.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2810.0,1543.0,60.0,Ventilated discs,8,11966537456.0,91.84845005740527,A
3706,10800.0,5,Locally Built,1332,Multi-Point Injected,Aspirated,2465.0,1446.0,40.0,Drums,11,10924300800.0,69.71044482601741,D
3707,22800.0,6,Locally Built,1597,Multi-Point Injected,Aspirated,2650.0,1542.0,50.0,Discs,8,12365428152.0,61.39115742044495,D
3708,84800.0,6,Official Import,1799,Direct Injection,Turbocharged,2670.0,1562.0,60.0,Discs,4,14016645566.0,81.01087482939285,D
3709,48400.0,4,Locally Built,1496,Multi-Point Injected,Aspirated,2500.0,1475.0,36.0,Drums,5,10238104875.0,75.72972575545914,D
3710,38800.0,4,Locally Built,1495,Multi-Point Injected,Aspirated,2750.0,1475.0,42.0,Drums,8,11724993000.0,66.26351003602676,D
3711,54800.0,4,Locally Built,1497,Multi-Point Injected,Aspirated,2530.0,1492.0,40.0,Drums,8,10210449480.0,82.84203404807599,B
3712,117800.0,7,Parallel Import,2362,Multi-Point Injected,Aspirated,2950.0,1555.0,65.0,Discs,9,17008040000.0,67.12469399036563,B
3713,116800.0,7,Parallel Import,2362,Multi-Point Injected,Aspirated,2950.0,1555.0,65.0,Discs,10,17008040000.0,67.12469399036563,B
3714,182800.0,7,Parallel Import,2493,Multi-Point Injected,Aspirated,3000.0,1575.0,65.0,Discs,8,17163930000.0,67.57258483700898,B
3715,32800.0,6,Locally Built,1995,Multi-Point Injected,Aspirated,2635.0,1575.0,60.0,Discs,10,12792415000.0,78.27992902619768,B
3716,229800.0,8,Locally Built,1969,Direct Injection,Turbo supercharged intercooled,2872.0,1575.0,60.0,Ventilated discs,2,12604033350.0,118.46694991480618,S
3717,86800.0,6,Locally Built,1998,Multi-Point Injected,Aspirated,2670.0,1540.0,63.0,Discs,4,14276556000.0,75.93610892903901,B
3718,55888.0,5,Parallel Import,1799,Multi-Point Injected,Aspirated,2740.0,1470.0,63.0,Discs,10,11967801750.0,75.16374959733706,B
3719,41888.0,5,Locally Built,1799,Multi-Point Injected,Aspirated,2711.0653876272513,1470.0,63.0,Discs,12,12583359973.558815,83.21700848276603,B
3720,39800.0,6,Locally Built,1998,Multi-Point Injected,Aspirated,2670.0,1470.0,60.0,Discs,9,12277472250.0,75.89172780166962,B
3721,49800.0,7,Official Import,1390,Direct Injection,Turbo supercharged intercooled,2578.0,1569.0,55.0,Discs,11,10815517440.0,87.7963125548727,B
3722,25800.0,6,Locally Built,1598,Multi-Point Injected,Aspirated,2456.0,1463.0,45.0,Discs,9,9702465620.0,76.8217734855136,B
3723,36666.0,4,Locally Built,998,Multi-Point Injected,Aspirated,2455.0,1410.0,36.0,Drums,3,10301985000.0,57.66621438263229,D
3724,38800.0,7,Locally Built,1798,Direct Injection,Turbo supercharged intercooled,2712.0,1552.0,70.0,Discs,8,12758982600.0,78.70994401755232,B
3725,33800.0,7,Locally Built,1798,Direct Injection,Turbo supercharged intercooled,2712.0,1552.0,70.0,Discs,9,12758982600.0,78.70994401755232,B
3726,89800.0,7,Official Import,1595,Direct Injection,Turbo intercooled,2699.0,1553.0,50.0,Discs,9,10947776080.0,83.45369924570694,A
3727,108800.0,8,Locally Built,1997,Direct Injection,Twin-scroll turbo,2810.0,1531.0,60.0,Ventilated discs,8,11966537456.0,119.50053653302118,A
3728,60000.0,8,Locally Built,1497,Multi-Point Injected,Aspirated,2530.0,1476.0,40.0,Drums,6,10210449480.0,82.30904302019314,B
3729,180000.0,7,Locally Built,1499,Direct Injection,Turbo intercooled,2670.0,1565.0,42.0,Discs,2,11568456000.0,72.05352547606793,A
3730,36800.0,5,Official Import,1585,Multi-Point Injected,Aspirated,2390.0,1460.0,43.0,Discs,15,9607903500.0,88.00337932976626,D
3731,18900.0,4,Locally Built,1298,Multi-Point Injected,Aspirated,2440.0,1455.0,40.0,Drums,13,9677812500.0,67.98468391029148,D
3732,33800.0,4,Parallel Import,2362,Multi-Point Injected,Aspirated,2715.0,1575.0,75.0,Discs,18,14661108000.0,70.23705004389815,B
3733,335000.0,8,Locally Built,2998,Direct Injection,Twin-scroll turbo,2851.0,1589.0,59.0,Ventilated discs,2,12345797205.0,165.50485395372706,A
3734,94000.0,6,Official Import,1998,Direct Injection,Aspirated,2570.0,1525.0,48.0,Discs,5,11582150625.0,90.24644220756682,B
3735,172000.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2864.0,1525.0,65.0,Ventilated discs,5,14921139728.0,109.65580261955529,A
3736,94800.0,8,Locally Built,1799,Multi-Point Injected,Aspirated,2700.0,1547.0,47.0,Discs,3,11794387920.0,84.11181502559147,B
3737,200000.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2864.0,1547.0,65.0,Ventilated discs,5,14921139728.0,109.65580261955529,A
3738,27800.0,4,Locally Built,1498,Multi-Point Injected,Aspirated,2600.0,1547.0,41.0,Drums,9,11325566250.0,72.84153395700922,C
3739,55800.0,7,Locally Built,3498,Multi-Point Injected,Aspirated,3165.0,1604.0,90.0,Discs,13,14363588304.0,105.44679201395618,A
3740,145800.0,1,Official Import,1799,Multi-Point Injected,Aspirated,2720.0,1575.0,90.0,Discs,1,13490296875.0,86.99360341151386,A
3741,105000.0,8,Official Import,1998,Direct Injection,Twin-scroll turbo,2670.0,1561.0,51.0,Ventilated discs,7,13030471428.0,91.84845005740529,A
3742,248800.0,9,Locally Built,1991,Direct Injection,Twin-scroll turbo,2939.0,1616.0,66.0,Ventilated discs,4,13384337328.0,92.99297903008323,A
3743,23800.0,4,Locally Built,1798,Multi-Point Injected,Aspirated,2600.0,1470.0,52.0,Drums,13,11876982000.0,73.46082089552239,C
3744,57800.0,7,Locally Built,1497,Multi-Point Injected,Aspirated,2600.0,1492.0,40.0,Drums,6,11115606600.0,82.3847643109201,B
3745,40400.0,4,Locally Built,1373,Multi-Point Injected,Aspirated,2740.0,1492.0,45.0,Drums,6,12181159875.0,57.938157314692354,D
3746,99000.0,7,Locally Built,1477,Direct Injection,Turbocharged,2600.0,1492.0,45.0,Discs,2,12540546000.0,96.41573156117225,D
3747,92000.0,7,Locally Built,1477,Multi-Point Injected,Turbocharged,2600.0,1492.0,45.0,Discs,2,12540546000.0,82.91873963515754,D
3748,209000.0,7,Official Import,1332,Direct Injection,Turbo intercooled,2729.0,1605.0,43.0,Discs,3,13029671340.0,81.91366400321624,A
3749,56800.0,4,Locally Built,1497,Multi-Point Injected,Aspirated,2550.0,1605.0,42.0,Discs,7,11058075000.0,74.6268656716418,B
3750,30500.0,4,Locally Built,1332,Multi-Point Injected,Aspirated,2465.0,1605.0,40.0,Drums,5,10906752969.0,67.19954728726039,D
3751,104900.0,4,Locally Built,1799,Multi-Point Injected,Aspirated,2610.0,1535.0,50.0,Discs,2,12326156040.0,83.96256326549783,B
3752,62888.0,8,Locally Built,1995,Direct Injection,Turbo intercooled,2968.0,1600.0,70.0,Ventilated discs,10,13343703240.0,80.53573773361929,A
3753,28800.0,8,Locally Built,1561,Multi-Point Injected,Turbocharged,2730.0,1600.0,55.0,Discs,8,14047015248.0,71.26712956364155,D
3755,33800.0,5,Locally Built,1997,Multi-Point Injected,Aspirated,2620.0,1565.0,58.0,Drums,13,13820352000.0,72.68850552432642,B
3756,83800.0,6,Locally Built,1998,Multi-Point Injected,Aspirated,2750.0,1540.0,55.0,Drums,5,15553764750.0,60.30892051371052,B
3757,24800.0,4,Locally Built,1495,Multi-Point Injected,Aspirated,2440.0,1455.0,40.0,Discs,11,9479386125.0,78.43435881815412,D
3758,54800.0,6,Official Import,1999,Multi-Point Injected,Aspirated,2795.0,1455.0,70.0,Discs,8,12965155800.0,125.6472738349071,C
3760,26800.0,4,Locally Built,1495,Multi-Point Injected,Aspirated,2750.0,1475.0,42.0,Drums,12,11546509500.0,66.83971447112263,D
3761,50500.0,4,Locally Built,1998,Multi-Point Injected,Aspirated,2775.0,1475.0,70.0,Discs,10,12944268750.0,76.4344368124774,B
3762,29900.0,7,Official Import,1798,Multi-Point Injected,Aspirated,2600.0,1475.0,70.0,Discs,11,11705936000.0,82.26583617346338,B
3763,68800.0,7,Parallel Import,2362,Multi-Point Injected,Aspirated,2950.0,1545.0,65.0,Discs,12,15061095000.0,71.27284923696125,B
3764,105800.0,7,Parallel Import,1986,Multi-Point Injected,Aspirated,2660.0,1560.0,60.0,Discs,9,14637428000.0,69.99165662371372,B
3765,54800.0,5,Parallel Import,1796,Direct Injection,Turbo intercooled,2874.0,1538.0,80.0,Ventilated discs,12,14830074788.0,96.65955934612651,A
3766,106800.0,6,Locally Built,1395,Direct Injection,Turbocharged,2677.0,1589.0,60.0,Discs,4,13801838442.0,77.20020586721564,B
3767,24200.0,4,Locally Built,1497,Multi-Point Injected,Aspirated,2550.0,1470.0,42.0,Discs,14,10672600000.0,73.61383129600866,B
3768,225000.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2975.0,1605.0,68.0,Ventilated discs,4,14240794368.0,85.55354070767656,A
3769,148000.0,8,Locally Built,1498,Direct Injection,Turbocharged,2830.0,1591.0,56.0,Discs,3,13232209900.0,100.40160642570281,B
3770,65000.0,8,Locally Built,998,Multi-Point Injected,Turbocharged,2525.0,1475.0,36.0,Discs,2,11066949000.0,48.95202701352674,D
3771,192800.0,7,Locally Built,1998,Direct Injection,Twin-scroll turbo,2670.0,1561.0,51.0,Ventilated discs,2,12917303562.0,96.48726066636515,A
3772,115900.0,7,Locally Built,1997,Direct Injection,Aspirated,2860.0,1561.0,51.0,Discs,3,15479127000.0,75.38067239559776,C
3773,210000.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2864.0,1561.0,65.0,Ventilated discs,4,14921139728.0,109.65580261955529,A
3774,47800.0,4,Locally Built,1497,Multi-Point Injected,Aspirated,2550.0,1561.0,42.0,Drums,8,11058075000.0,76.37867003013103,B
3775,128000.0,7,Official Import,1595,Direct Injection,Turbo intercooled,2699.0,1553.0,50.0,Discs,6,10947776080.0,83.45369924570694,A
3776,195000.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2975.0,1553.0,46.0,Ventilated discs,4,13673924384.0,74.42462484326336,A
3777,1580000.0,8,Official Import,3996,Direct Injection,Twin Turbo intercooled,3003.0,1695.0,85.0,Ventilated discs,4,16880887296.0,220.78954340722422,S
3778,23900.0,8,Official Import,1798,Multi-Point Injected,Aspirated,2700.0,1695.0,45.0,Discs,11,11648224000.0,54.124979498113824,B
3779,72800.0,5,Official Import,2442,Direct Injection,Turbo intercooled,3000.0,1520.0,75.0,Drums,5,17058096000.0,73.41012329656067,B
3780,175999.0,8,Locally Built,1969,Direct Injection,Turbo intercooled,2702.0,1601.0,54.0,Drums,3,13618716300.0,110.36367458482236,S
3781,51800.0,7,Locally Built,1997,Direct Injection,Aspirated,2705.0,1575.0,60.0,Ventilated discs,7,14482832000.0,69.73568239270874,C
3782,56800.0,6,Official Import,2488,Direct Injection,Aspirated,2830.0,1595.0,62.0,Discs,8,12979820000.0,97.15963120684665,B
3783,51800.0,6,Official Import,1998,Direct Injection,Aspirated,2830.0,1585.0,62.0,Discs,9,12979820000.0,83.03779023047005,B
3784,148800.0,8,Official Import,2979,Direct Injection,Twin-scroll turbo,2810.0,1545.0,60.0,Ventilated discs,8,11655409950.0,142.72388059701493,A
3785,35700.0,4,Official Import,2477,Direct Injection,Turbo intercooled,2800.0,1545.0,70.0,Drums,12,15338565000.0,49.38809601626902,B
3786,33800.0,6,Locally Built,2496,Multi-Point Injected,Aspirated,2775.0,1560.0,70.0,Discs,9,12884510000.0,88.19538670284938,C
3787,34800.0,5,Locally Built,2354,Multi-Point Injected,Aspirated,2800.0,1580.0,70.0,Discs,11,13457199375.0,88.57352581355516,B
3788,45800.0,6,Official Import,1496,Direct Injection,Aspirated,2570.0,1580.0,44.0,Discs,8,10288141500.0,79.85900754529932,B
3789,61800.0,6,Locally Built,1799,Multi-Point Injected,Aspirated,2610.0,1535.0,50.0,Discs,7,12212393640.0,85.4414875183729,B
3790,95800.0,6,Official Import,1984,Direct Injection,Turbo supercharged intercooled,2537.0,1578.0,55.0,Discs,11,11493651264.0,101.60226776261646,B
3791,133800.0,6,Locally Built,1498,Direct Injection,Turbocharged,2660.0,1598.0,55.0,Discs,2,14484298185.0,89.90627387407531,B
3792,342800.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2864.0,1620.0,55.0,Discs,0,14921139728.0,117.39057521381855,A
3793,209800.0,7,Locally Built,1499,Direct Injection,Turbo intercooled,2670.0,1565.0,42.0,Discs,0,11568456000.0,72.05352547606793,A
3794,485800.0,1,Official Import,1799,Multi-Point Injected,Aspirated,3000.0,1659.0,42.0,Ventilated discs,0,16513623945.0,150.9858829642888,A
3795,388800.0,8,Locally Built,2998,Direct Injection,Twin-scroll turbo,2975.0,1666.0,69.0,Ventilated discs,0,17212135560.0,85.03300231908187,A
3796,209800.0,7,Locally Built,1499,Direct Injection,Turbo intercooled,2670.0,1565.0,42.0,Discs,0,11568456000.0,72.05352547606793,A
3797,39900.0,5,Locally Built,1997,Multi-Point Injected,Aspirated,2620.0,1565.0,58.0,Discs,10,13938151500.0,75.11145570847063,B
3798,49900.0,5,Locally Built,1997,Multi-Point Injected,Aspirated,2620.0,1565.0,58.0,Discs,9,13938151500.0,75.11145570847063,B
3799,90500.0,5,Locally Built,1498,Direct Injection,Turbocharged,2700.0,1547.0,47.0,Discs,6,11794387920.0,98.10370639205189,B
3800,83800.0,7,Locally Built,1997,Direct Injection,Aspirated,2705.0,1575.0,60.0,Ventilated discs,5,14482832000.0,69.73568239270874,C
3802,51000.0,4,Locally Built,1496,Multi-Point Injected,Aspirated,2500.0,1475.0,36.0,Drums,4,10238104875.0,75.72972575545914,D
3803,63400.0,7,Locally Built,1496,Multi-Point Injected,Aspirated,2550.0,1475.0,42.0,Discs,5,11058075000.0,71.93760925104209,B
3804,34888.0,4,Locally Built,1372,Multi-Point Injected,Aspirated,2430.0,1480.0,42.0,Discs,8,9853882500.0,70.8955223880597,D
3805,19888.0,4,Locally Built,1490,Multi-Point Injected,Aspirated,2390.0,1470.0,43.0,Drums,12,9595144000.0,73.17780031879438,D
3806,16800.0,4,Locally Built,1597,Multi-Point Injected,Aspirated,2730.0,1470.0,55.0,Drums,13,14047015248.0,65.2079408781336,D
3807,13888.0,4,Locally Built,1332,Multi-Point Injected,Aspirated,2465.0,1446.0,40.0,Drums,9,10924300800.0,67.19954728726039,D
3808,122500.0,4,Locally Built,1498,Direct Injection,Turbocharged,2700.0,1537.0,47.0,Discs,3,11840240832.0,97.29048802708387,B
3809,242000.0,8,Locally Built,1998,Direct Injection,Twin-scroll turbo,2975.0,1537.0,68.0,Ventilated discs,4,13637042592.0,116.4456355990943,A
3810,1630000.0,8,Parallel Import,3996,Direct Injection,Twin Turbo intercooled,3003.0,1695.0,85.0,Ventilated discs,3,16880887296.0,220.78954340722422,S
3811,38999.0,4,Locally Built,1329,Multi-Point Injected,Aspirated,2455.0,1410.0,36.0,Ventilated discs,7,10151730000.0,76.23174450329,D
3812,59999.0,6,Locally Built,2494,Multi-Point Injected,Aspirated,2775.0,1410.0,70.0,Discs,10,12944268750.0,91.26663977410244,B
